Disease,NCT Number,Study Title,Study URL,Study Results,Sex,Age,Phases,Conditions 1,Conditions 2,Conditions 3,Conditions 4,Conditions 5,Interventions 1,Interventions 2,Interventions 3,Interventions 4,Interventions 5,Locations_1,Locations_2,Locations_3,Principal Investigators 1,Principal Investigators 2,Principal Investigators 3,,
Alopecia Areata,NCT05210452,Treatment of Alopecia Using Follicular Stem Cells,https://clinicaltrials.gov/study/NCT05210452,NO,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Alopecia,,,,,BIOLOGICAL: Follicular stem cells,OTHER: Standard treatment according to the clinical protocols,,,,,,,Zinaida Kvacheva,,,,
Alopecia Areata,NCT06355856,Efficacy/ Safety of DNN.22.17.036 in Male Patients With Pattern Hair Loss,https://clinicaltrials.gov/study/NCT06355856,NO,MALE,ADULT,PHASE4,Alopecia,,,,,DRUG: DNN.22.17.036,DRUG: 10573048700,,,,,,,,,,,
Alopecia Areata,NCT05339958,Nutraceutical Supplement With Standardized Botanicals in Males With Thinning Hair,https://clinicaltrials.gov/study/NCT05339958,NO,MALE,ADULT,,Hair Thinning,,,,,DIETARY_SUPPLEMENT: NutrafolÂ® Men Hair Growth Nutraceutical,OTHER: Placebo Supplement,,,,"Ablon Skin Institute and Research Center, Manhattan Beach, California, 90266, United States","Therapeutic Clinical Research, San Diego, California, 92123, United States",,,,,,
Alopecia Areata,NCT04558242,Low Level Light Device as a Primary Therapy for Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT04558242,NO,ALL,"ADULT, OLDER_ADULT",,Androgenetic Alopecia,Hair Loss,Thinning Hair,Balding,,DEVICE: Genix,DEVICE: Sham,,,,"NST Consultants, Inc., Mendham, New Jersey, 07945, United States",,,Adam Bodian,,,,
Alopecia Areata,NCT04048031,Efficacy and Safety of a Nutraceutical Supplement With Standardized Botanicals in Peri-menopausal and Menopausal Women With Thinning Hair,https://clinicaltrials.gov/study/NCT04048031,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Nutrafol Supplement Capsules,OTHER: Placebo Capsules,,,,"Ablon Skin Institute & Research Center, Manhattan Beach, California, 90266, United States",,,Glynis Ablon,,,,
Alopecia Areata,NCT05332743,Nutraceutical Supplement With Vegan Botanicals in Females With Self-Perceived Thinning Hair,https://clinicaltrials.gov/study/NCT05332743,NO,FEMALE,ADULT,,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Nutrafol Vegan Women's Hair Supplement,,,,,"Ablon Skin Institute and Research Center, Manhattan Beach, California, 90266, United States","Integrative Skin Science and Research, Sacramento, California, 95815, United States",,,,,,
Alopecia Areata,NCT04459650,A Study of PRP Treatment for Hair Loss After Cancer Therapy in Women With Breast Cancer,https://clinicaltrials.gov/study/NCT04459650,NO,ALL,ADULT,EARLY_PHASE1,Alopecia,,,,,PROCEDURE: Platelet Rich Plasma system,,,,,"Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, 10065, United States",,,Anthony M Rossi,,,,
Alopecia Areata,NCT05213936,Scalp Cooling for Chemotherapy-Induced Alopecia in Patients of Color,https://clinicaltrials.gov/study/NCT05213936,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia,,,,,DEVICE: Scalp cooling with hairstyle,DEVICE: Scalp cooling with conditioner and water emulsion,,,,"Montefiore Medical Center, Bronx, New York, 10461, United States",,,Beth McLellan,,,,
Alopecia Areata,NCT04897555,LLLT for Alopecia of the Eyebrow in Women,https://clinicaltrials.gov/study/NCT04897555,NO,FEMALE,"ADULT, OLDER_ADULT",,Alopecia,,,,,DEVICE: LLLT,,,,,"NST Consultants, Inc., Mendham, New Jersey, 07945, United States","Bodian Dermatology, Great Neck, New York, 11021, United States",,Adam Bodian,,,,
Alopecia Areata,NCT06362941,Evaluation of an Oral Hair Supplement to Improve Hair Strength and Support Growth in Women and Men,https://clinicaltrials.gov/study/NCT06362941,NO,ALL,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Nutrafol Women's Hair Growth Supplemnt,DIETARY_SUPPLEMENT: Nutrafol Women's Balance Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Women's Vegan Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Women's Postpartum Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Men's Hair Growth Supplement,"Dermatology Consulting Services, High Point, North Carolina, 27262, United States",,,,,,,
Alopecia Areata,NCT06376409,Prospective Study of Nutraceutical Supplements to Support Hair Growth in Females,https://clinicaltrials.gov/study/NCT06376409,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Nutrafol Women's Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Women's Balance Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Women's Vegan Hair Growth Supplement,DIETARY_SUPPLEMENT: Nutrafol Women's Postpartum Hair Growth Supplement,,"Integrative Skin Science and Research, Sacramento, California, 95815, United States",,,,,,,
Alopecia Areata,NCT02297360,Viviscal Extra-Strength Formulation To Promote Hair Growth And Decrease Shedding In Women With Thinning Hair,https://clinicaltrials.gov/study/NCT02297360,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Viviscal Extra-Strength Supplement,OTHER: Placebo tablet,,,,,,,Glynis Ablon,,,,
Alopecia Areata,NCT04721548,Treatment of Androgenetic Alopecia in Men for 24 Weeks,https://clinicaltrials.gov/study/NCT04721548,NO,MALE,"ADULT, OLDER_ADULT",PHASE3,Alopecia,,,,,DRUG: Minoxidil Topical Foam,DRUG: Placebo,,,,"Eurofarma Laboratorios S.A, SÃ£o Paulo, 06696-000, Brazil",,,,,,,
Alopecia Areata,NCT03488108,Platelet Rich Plasma Versus Minoxidil Foam for Treatment of Androgenic Alopecia in Women,https://clinicaltrials.gov/study/NCT03488108,YES,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Alopecia,,,,,OTHER: Platelet Rich Plasma,DRUG: Minoxidil Foam,,,,"Mayo Clinic Florida, Jacksonville, Florida, 32224, United States",,,Alison Bruce,,,,
Alopecia Areata,NCT02288858,To Evaluate the Effects of Viviscal Oral Supplements When Used by Females With Self-perceived Thinning Hair,https://clinicaltrials.gov/study/NCT02288858,NO,ALL,ADULT,,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Viviscal Oral Supplement Tablets,,,,,"Stephens Associates Inc., Richardson, Texas, 75081, United States",,,Ronald L Rizer,,,,
Alopecia Areata,NCT03284021,Fraxel Laser for Alopecia,https://clinicaltrials.gov/study/NCT03284021,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia,,,,,DEVICE: Fractional erbium-glass 1550 nm laser,,,,,"Northwestern University Department of Dermatology, Chicago, Illinois, 60611, United States",,,Murad Alam,,,,
Alopecia Areata,NCT02087319,Effect of PRP on the Therapy for Hair Growth,https://clinicaltrials.gov/study/NCT02087319,NO,ALL,"ADULT, OLDER_ADULT",,Hair Loss/Baldness,,,,,"OTHER: hair loss, baldness (patient's own platelet-rich plasma)",,,,,"China Medical University Hospital, Taichung, Taiwan",,,Jeng Long-Bin,,,,
Alopecia Areata,NCT05391178,Improving Disease Severity,https://clinicaltrials.gov/study/NCT05391178,NO,ALL,"ADULT, OLDER_ADULT",,Psoriasis,Alopecia Areata,Polymorphous Light Eruption,,,OTHER: Lumiton yarn sleeve,OTHER: Lumiton yarn hat,OTHER: Lumiton yarn shirt,,,"Wake Forest University Health Sciences, Dermatology, Winston-Salem, North Carolina, 27157, United States",,,Joseph Jorizzo,,,,
Alopecia Areata,NCT05984862,Role of Bandage After FUE Hair Transplantation,https://clinicaltrials.gov/study/NCT05984862,NO,ALL,"ADULT, OLDER_ADULT",,Hair Loss/Baldness,,,,,DEVICE: Bandage,,,,,,,,Muhammad Sarfraz Khan,,,,
Alopecia Areata,NCT02676310,"Safety, Tolerability, and Pharmacokinetics of Bimatoprost in Men With Androgenetic Alopecia (AGA)",https://clinicaltrials.gov/study/NCT02676310,NO,MALE,ADULT,PHASE1,Alopecia,"Alopecia, Androgenetic",Baldness,,,DRUG: Bimatoprost,,,,,"DermResearch, LLC, Austin, Texas, 78759, United States","J&S Studies Inc., College Station, Texas, 77845, United States","E&R Research Foundation, Lynchburg, Virginia, 24501, United States",Medical Director,,,,
Alopecia Areata,NCT02014584,Sexual Function in Men Receiving Dutasteride for Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT02014584,YES,MALE,ADULT,PHASE3,Alopecia,,,,,DRUG: Dutasteride,DRUG: Placebo,,,,"GSK Investigational Site, Santiago, RegiÃ³n Metro De Santiago, 7580206, Chile","GSK Investigational Site, Pokfulam, Hong Kong","GSK Investigational Site, Shatin, Hong Kong",Clinical Trials,,,,
Alopecia Areata,NCT02919735,"Efficacy, Safety and Tolerability of CG428 Cutaneous Solution on Chemotherapy Induced Alopecia; Controlled Study (ELAN)",https://clinicaltrials.gov/study/NCT02919735,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE2,Alopecia,,,,,DRUG: CG 428 cutaneous solution,DRUG: Placebo cutaneous solution,,,,"CHUV Lausanne, Lausanne, 1011, Switzerland",,,Khalil,,,,
Alopecia Areata,NCT01145625,Clinical Trial in Females With Female Pattern Hair Loss,https://clinicaltrials.gov/study/NCT01145625,YES,FEMALE,"ADULT, OLDER_ADULT",PHASE3,Alopecia,,,,,DRUG: 5% Minoxidil,DRUG: 2% Minoxidil,,,,"Burke Pharmaceutical Research, Hot Springs, Arkansas, 71913, United States","University of Minnesota, Minneapolis, Minnesota, 55455, United States","Academic Dermatology Associates, Albuquerque, New Mexico, 87106, United States",Clare Kendall,,,,
Alopecia Areata,NCT01831791,A Long-term Study to Determine Safety and Efficacy of Dutasteride in Male Subjects With Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT01831791,YES,MALE,ADULT,PHASE3,Alopecia,,,,,DRUG: Dutasteride 0.5 mg,,,,,"GSK Investigational Site, Fukuoka, 812-0025, Japan","GSK Investigational Site, Osaka, 530-0057, Japan","GSK Investigational Site, Osaka, 532-0003, Japan",Clinical Trials,,,,
Alopecia Areata,NCT00801086,Efficacy Study of Tempol to Prevent Hair Loss From Radiotherapy to the Brain,https://clinicaltrials.gov/study/NCT00801086,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia,,,,,DRUG: 7% (w/v) Tempol alcohol-based gel (MTS-01),DRUG: alcohol-based gel,,,,"University of Arizona, Tucson, Arizona, 85724, United States","University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",,James Metz,,,,
Alopecia Areata,NCT02781311,A Safety and Efficacy Study of Setipiprant Tablets in Androgenetic Alopecia in Males,https://clinicaltrials.gov/study/NCT02781311,YES,MALE,ADULT,PHASE2,Alopecia,,,,,DRUG: Setipiprant,DRUG: Placebo,DRUG: Finasteride,,,"Burke Pharmaceutical Research, Hot Springs, Arkansas, 71913, United States","Petrus Center for Aesthetic Surgery & Hair Transplantation, Little Rock, Arkansas, 72205, United States","Therapeutics Clinical Research, San Diego, California, 92123, United States",Joan-En Lin,,,,
Alopecia Areata,NCT01111981,Safety and Efficacy of Clobetasol Propionate 0.05% E Foam in Alopecia,https://clinicaltrials.gov/study/NCT01111981,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE4,Alopecia,,,,,DRUG: Clobetasol Propionate 0.05% Emollient Foam,,,,,"Callender Center for Clinical Research, Mitchellville, Maryland, 20721, United States",,,Valerie Callender,Cherie Young,,,
Alopecia Areata,NCT06146166,"The Effects of an Oral Hair Supplement on Hair Density, Growth, and Microbiome",https://clinicaltrials.gov/study/NCT06146166,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Oral herbal supplement,DIETARY_SUPPLEMENT: Oral placebo supplement,,,,"Integrative Skin and Research, Sacramento, California, 95815, United States",,,,,,,
Alopecia Areata,NCT05296863,Adipose-derived Stem Cell Conditioned Media as a Novel Approach for Hair Regrowth in Male Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT05296863,NO,MALE,ADULT,PHASE3,"Alopecia, Androgenetic",Hair Loss/Baldness,,,,COMBINATION_PRODUCT: Non-concentrated adipose-derived stem cell conditioned media and 5% Minoxidil,COMBINATION_PRODUCT: Concentrated adipose-derived stem cell conditioned media and 5% Minoxidil,COMBINATION_PRODUCT: Placebo and 5% Minoxidil,,,"Universitas Indonesia, Jakarta Pusat, Jakarta, 10430, Indonesia",,,,,,,
Alopecia Areata,NCT00197379,The Effect of 0.5% Roxithromycin Lotion for Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT00197379,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia,,,,,DRUG: roxithromycin,,,,,"Department of Dermatology, Hamamatsu University School of Medicine, Hamamatsu, 431-3192, Japan",,,Masahiro Takigawa,,,,
Alopecia Areata,NCT05129800,Efficacy of Platelet-Rich Plasma Versus Mesotherapy in Androgenetic Alopecia: A Retrospective Study,https://clinicaltrials.gov/study/NCT05129800,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Androgenetic Alopecia,Hair Loss,Alopecia,,,OTHER: Platelet-rich plasma,OTHER: Mesotherapy,,,,,,,Athanasios J Stefanis,,,,
Alopecia Areata,NCT05460611,1470nm Laser for the Treatment of Androgenetic Alopecia and Scarring Alopecia,https://clinicaltrials.gov/study/NCT05460611,NO,ALL,"ADULT, OLDER_ADULT",,Scarring Alopecia,Androgenetic Alopecia,,,,DEVICE: Sciton HALO 1470nm Non-ablative laser,,,,,"Montefiore Einstein Advanced Care, Elmsford, New York, 10523, United States",,,Kseniya Kobets,,,,
Alopecia Areata,NCT00418249,Topical AS101 for Treatment of FAGA (Female Androgenetic Alopecia) in Menopause Women,https://clinicaltrials.gov/study/NCT00418249,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE2,Alopecia,,,,,DRUG: AS101,,,,,"Tel Aviv, Israel",,,Danny Ben-Amitai,,,,
Alopecia Areata,NCT03427905,Autologous Adipose-Derived Adult Stromal Vascular Cell Transplantation for Alopecia,https://clinicaltrials.gov/study/NCT03427905,NO,ALL,"ADULT, OLDER_ADULT",,Hair Loss/Baldness,Alopecia,,,,PROCEDURE: Lipoaspiration,PROCEDURE: Transplantation,,,,"Lebanese University, faculty of Sciences, section II and III, Beirut, 99, Lebanon",,,Nehman Makdissy,Rami Anderi,,,
Alopecia Areata,NCT01651689,Hair Counts From Vertical and Horizontal Sections of Scalp Biopsy SPecimens in Thai Population With Alopecia,https://clinicaltrials.gov/study/NCT01651689,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia,,,,,,,,,,"Siriraj hospital, Bangkok, 10700, Thailand",,,Rattapon Thuangtong,,,,
Alopecia Areata,NCT03331003,"""iRestore"" Light Therapy Apparatus",https://clinicaltrials.gov/study/NCT03331003,NO,ALL,ADULT,,Alopecia,,,,,DEVICE: low level light therapy,DEVICE: non-LLLT wavelength group,,,,,,,,,,,
Alopecia Areata,NCT01904721,A Safety and Efficacy Study of Bimatoprost in Men With Androgenic Alopecia (AGA),https://clinicaltrials.gov/study/NCT01904721,YES,MALE,ADULT,PHASE2,Alopecia,"Alopecia, Androgenetic",Baldness,,,DRUG: Bimatoprost Solution 1,DRUG: Bimatoprost Solution 2,DRUG: Bimatoprost Vehicle,,,"Fridley, Minnesota, United States",,,Medical Director,,,,
Alopecia Areata,NCT01004809,AVODARTÂ® Alopecia Post-marketing Surveillance (PMS),https://clinicaltrials.gov/study/NCT01004809,NO,MALE,ADULT,,Alopecia,,,,,DRUG: Dutasteride,,,,,"GSK Investigational Site, Daejeon, 301-721, Korea, Republic of",,,Clinical Trials,,,,
Alopecia Areata,NCT01325337,Safety and Efficacy Study of Bimatoprost in the Treatment of Men With Androgenic Alopecia,https://clinicaltrials.gov/study/NCT01325337,YES,MALE,ADULT,PHASE2,Alopecia,"Alopecia, Androgenetic",Baldness,,,DRUG: bimatoprost Formulation A,DRUG: bimatoprost Formulation B,DRUG: bimatoprost Formulation C,DRUG: bimatoprost vehicle solution,DRUG: minoxidil 5% solution,"Portland, Oregon, United States","Berlin, Germany",,Medical Director,,,,
Alopecia Areata,NCT00441116,A Study To Assess The Efficacy And Safety Of Dutasteride 0.5mg Once Daily For 6 Months In The Treatment Of Male Subjects With Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT00441116,YES,MALE,ADULT,PHASE3,Alopecia,,,,,DRUG: Dutasteride 0.5mg oral tablets,,,,,,,,Clinical Trials,,,,
Alopecia Areata,NCT01189279,Safety and Pharmacokinetics Study of New Formulation of Bimatoprost in Patients With Alopecia,https://clinicaltrials.gov/study/NCT01189279,YES,ALL,ADULT,PHASE1,Alopecia,"Alopecia, Androgenetic",Baldness,,,DRUG: bimatoprost Formulation A,DRUG: bimatoprost Formulation B,DRUG: bimatoprost Formulation C,,,"Tempe, Arizona, United States",,,,,,,
Melanoma,NCT05928962,An Exploratory Single-arm Study: PD-1 With Recombinant Human Adenovirus Type 5 Injection for Malignant Melanomas,https://clinicaltrials.gov/study/NCT05928962,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,Malignant Melanomas,,,,,DRUG: Recombinant Human Adenovirus Type 5 Injection,,,,,"Fujian Cancer Hospital, Department of Internal Medicine, Ward 19, Fuzhou, Fujian, China",,,,,,,
Melanoma,NCT01502696,Adjuvant PEG Intron in Ulcerated Melanoma,https://clinicaltrials.gov/study/NCT01502696,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,Ulcerated Melanomas,,,,,BIOLOGICAL: PEG IFN alfa-2b,,,,,"Medical University of Graz, Graz, Austria","Hopitaux Universitaires Bordet-Erasme - Institut Jules Bordet, Brussels, Belgium","Universitair Ziekenhuis Gent, Ghent, Belgium",Alexander Eggermont,,,,
Melanoma,NCT03783325,Assessing Gene-Environment Interactions in Clinical Presentation of Nevi and Melanoma,https://clinicaltrials.gov/study/NCT03783325,NO,ALL,"ADULT, OLDER_ADULT",,Nevi and Melanomas,,,,,BEHAVIORAL: UV Counseling,OTHER: UV Photo,OTHER: Biological Sample,,,"University of Colorado, Aurora, Colorado, 80045, United States",,,Neil Box,,,,
Melanoma,NCT04020809,Neoadjuvant Atezolizumab in Cutaneous Melanoma,https://clinicaltrials.gov/study/NCT04020809,NO,ALL,"ADULT, OLDER_ADULT",PHASE1,Cutaneous Melanoma,,,,,DRUG: Atezolizumab,,,,,"Houston Methodist Hospital, Houston, Texas, 77030, United States",,,Nestor Esnaola,,,,
Melanoma,NCT03541148,Evaluation of Oncoxin-ViusidÂ® in Cutaneous Melanoma,https://clinicaltrials.gov/study/NCT03541148,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,"Cutaneous Melanoma, Stage II",Malignant Cutaneous Melanoma,"Cutaneous Melanoma, Stage III",,,DIETARY_SUPPLEMENT: Oncoxin-Viusid,,,,,"Manuel Fajardo Clinical Surgical University Hospital, La Habana, 10600, Cuba",,,Olaine R. Gray Lovio,,,,
Melanoma,NCT04702854,Evaluation of Ultrasound Biomicroscopy in the Local Staging of Cutaneous Melanoma,https://clinicaltrials.gov/study/NCT04702854,NO,ALL,"ADULT, OLDER_ADULT",,Cutaneous Melanoma,,,,,DIAGNOSTIC_TEST: Ultrasound Biomicroscopy,,,,,"CHU de Nice, Nice, France",,,Nicolas,,,,
Melanoma,NCT05172232,Diagnostic Precision of the AI Tool Dermalyzer to Identify Malignant Melanomas in Subjects Seeking Primary Care for Melanoma-suspected Cutaneous Lesions,https://clinicaltrials.gov/study/NCT05172232,NO,ALL,"ADULT, OLDER_ADULT",,Malignant Melanoma,,,,,DIAGNOSTIC_TEST: Dermalyzer,,,,,"Region Ã–stergÃ¶tland Primary Care, LinkÃ¶ping, Docent, 58185, Sweden","Region Stockholm Primary Care, Stockholm, Sweden","Region Kalmar and Kronoberg, VÃ¤xjÃ¶, Sweden",Magnus Falk,,,,
Melanoma,NCT05572463,A Platform Study of Novel Immunotherapy Products in Participants With Previously Treated Unresectable or Metastatic Cutaneous Melanoma,https://clinicaltrials.gov/study/NCT05572463,NO,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Unresectable Cutaneous Melanoma,Metastatic Cutaneous Melanoma,,,,COMBINATION_PRODUCT: Sintilimab + IBI110,,,,,"University of California San Francisco Medical Center, San Francisco, California, 94143, United States","Henry Ford Hospital, Detroit, Michigan, 48202, United States","Hackensack University Medical Center, Hackensack, New Jersey, 07601, United States",,,,,
Melanoma,NCT04253080,Expression of IL4 Induced Gene 1 in Patients With Cutaneous Melanoma: Value in Prognosis and/or in Predictive Response to Immune Checkpoint Inhibitors,https://clinicaltrials.gov/study/NCT04253080,NO,ALL,"ADULT, OLDER_ADULT",,Cutaneous Melanoma,,,,,BIOLOGICAL: Blood sample,BIOLOGICAL: Cutaneous melanoma biopsy,,,,"Dermatology department, Paris, Ile De France, 75014, France",,,Armelle Blondel,,,,
Melanoma,NCT02355587,Five Year Study to Track Use of DecisionDX-Melanoma Test in Patients With Cutaneous Melanoma and Associated Patient Outcomes,https://clinicaltrials.gov/study/NCT02355587,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Cutaneous Melanoma,,,,,,,,,,"Sutter Health, Santa Rosa, California, 95403, United States","Elizabeth Liotta Dermatology, Frederick, Maryland, 21702, United States","University of Nevada, Las Vegas, Nevada, 89102, United States",Robert Cook,,,,
